@relation airplane_classification_preprocess_train

@attribute 'Gender = Female' numeric
@attribute 'Gender = Male' numeric
@attribute 'Customer Type = Loyal Customer' numeric
@attribute 'Customer Type = disloyal Customer' numeric
@attribute 'Type of Travel = Business travel' numeric
@attribute 'Type of Travel = Personal Travel' numeric
@attribute 'Class = Eco' numeric
@attribute 'Class = Business' numeric
@attribute 'Class = Eco Plus' numeric
@attribute Age numeric
@attribute 'Flight Distance' numeric
@attribute 'Inflight wifi service' numeric
@attribute 'Departure/Arrival time convenient' numeric
@attribute 'Ease of Online booking' numeric
@attribute 'Gate location' numeric
@attribute 'Food and drink' numeric
@attribute 'Online boarding' numeric
@attribute 'Seat comfort' numeric
@attribute 'Inflight entertainment' numeric
@attribute 'On-board service' numeric
@attribute 'Leg room service' numeric
@attribute 'Baggage handling' numeric
@attribute 'Checkin service' numeric
@attribute 'Inflight service' numeric
@attribute Cleanliness numeric
@attribute 'Departure Delay in Minutes' numeric
@attribute 'Arrival Delay in Minutes' numeric
@attribute satisfaction {'neutral or dissatisfied',satisfied}

@data
0,1,1,0,1,0,1,0,0,0.358974,0.245961,1,0.2,0.2,0,1,1,1,1,0.2,0.6,0,0,0.8,1,0.018617,0.009865,satisfied
0,1,1,0,1,0,0,1,0,0.128205,0.356018,0.8,0.4,0.4,0.25,0.4,0.4,0.75,0.4,0.6,0.4,0.5,0.75,0.6,0.4,0,0,'neutral or dissatisfied'
0,1,0,1,1,0,0,1,0,0.230769,0.11975,0.4,0.8,0.4,0,1,0.4,1,1,0.8,0.4,1,0.5,1,1,0.010638,0.016143,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.24359,0.360057,0.6,1,0.6,0.25,0.8,0.6,0.75,0.8,0.6,0.8,1,1,0.8,0.8,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.25641,0.641357,0.2,0.8,0.8,0.75,0.2,0.4,0,0.2,0.8,0.8,0.75,0,0.8,0.2,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.474359,0.428514,0.2,0.2,0.2,0,0.8,0.8,1,1,1,1,1,0.5,1,1,0,0,satisfied
0,1,1,0,1,0,1,0,0,0.717949,0.047859,0.6,1,1,1,0.6,0.6,0.5,0.6,0.2,0.8,0.75,0,0.6,0.6,0.007092,0.008969,'neutral or dissatisfied'
1,0,0,1,1,0,0,1,0,0.166667,0.068053,1,0,1,0.75,0.8,1,0.75,0.8,0.6,0.4,0.75,0.5,0.8,0.8,0.019504,0.020628,satisfied
0,1,1,0,1,0,0,1,0,0.24359,0.147617,0.6,0.6,0.6,0.5,1,1,1,1,0.8,1,0.75,0.25,0.2,1,0.018617,0.008969,satisfied
1,0,1,0,1,0,0,1,0,0.615385,0.568053,0,0,0,0.5,0.8,1,1,0.8,0.8,0.8,0.75,0.75,0.8,1,0.003546,0.005381,satisfied
0,1,1,0,0,1,1,0,0,0.461538,0.432754,0.6,0.8,0.6,0.75,1,0.6,1,1,1,0.6,0.75,0.75,0.8,1,0.007979,0.007175,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.410256,0.669426,1,1,1,1,0.8,0.8,1,0.8,0.8,0.8,0.75,1,0.8,0.8,0,0,satisfied
0,1,0,1,1,0,0,1,0,0.269231,0.130856,0.2,0.4,0.4,0.5,1,0.4,1,1,0.8,0.6,1,0.75,0.8,1,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.602564,0.243134,0.2,0.2,0.2,0,0.8,1,0.75,1,1,1,1,1,1,1,0.030142,0.022422,satisfied
0,1,0,1,1,0,0,1,0,0.423077,0.167609,0.6,0.6,0.6,0.75,0.2,0.6,0,0.2,0.6,0.4,1,1,1,0.2,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.448718,0.755048,1,1,1,1,0.6,0.8,1,0.8,0.8,0.8,0.75,0.75,0.8,0.8,0.009752,0.003587,satisfied
0,1,0,1,1,0,0,1,0,0.461538,0.200525,1,1,1,1,0.8,1,0.75,0.8,1,0.6,0.75,0.5,0.8,0.8,0,0.002691,satisfied
0,1,1,0,0,1,1,0,0,0.166667,0.356624,0.4,1,0.4,0.5,1,0.4,0,1,0.2,0.6,0.75,0,0.4,1,0,0,'neutral or dissatisfied'
0,1,0,1,1,0,0,1,0,0.230769,0.099354,0.4,0,0.4,0,0.8,0.4,0.75,0.8,0.8,0.6,0.75,0.5,0.8,0.8,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.205128,0.462843,1,1,1,1,0.8,0.8,0.75,0.8,1,0.4,0.25,0.5,0.4,0.8,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.371795,0.014136,0.6,0.6,0.6,0.5,0.6,0.8,0.5,0.8,0.8,1,0.5,0.25,0.8,0.2,0,0,satisfied
1,0,1,0,1,0,0,1,0,0.551282,0.019992,0.6,0.6,0.6,0.5,0.6,1,0.75,1,1,1,0.75,0.5,1,0.6,0,0,satisfied
1,0,1,0,1,0,0,1,0,0.833333,0.452342,0.2,0.2,0.2,0,0.2,1,0.25,0.8,0.8,0.8,0.75,0.25,0.8,0.2,0.000887,0,satisfied
0,1,1,0,0,1,0,0,1,0.564103,0.080372,0.6,0.6,0.6,0.75,0.2,0.6,0,0.2,0.4,0.8,0.75,0,0.8,0.2,0.015071,0.024215,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.24359,0.068053,0.6,0.4,0.6,0.5,0.8,0.6,0.75,0.8,0.4,0.6,0.5,0.5,0.8,0.8,0.00266,0,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.717949,0.057351,0.4,1,0.4,0.25,0.8,0.8,0.75,0.6,0.6,0.4,1,0.5,0.6,0.6,0,0,'neutral or dissatisfied'
1,0,0,1,1,0,0,0,1,0.141026,0.091478,0.4,0.4,0.4,0.75,0.4,1,1,0.4,0.4,0.6,0.5,1,0.2,1,0.117021,0.104933,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.5,0.346527,0.2,0.2,0.2,0,0.8,0.8,1,0.8,0.8,0.8,0.75,0.5,0.8,1,0.003546,0,satisfied
0,1,0,1,1,0,0,1,0,0.24359,0.079564,0.8,0,0.6,0.5,1,0.6,1,1,1,1,0.75,0.75,0.8,1,0.004433,0,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.346154,0.092286,0.8,0.8,0.8,0.75,0.2,0.6,0.75,0.8,0.8,0.8,0.75,0,0.8,1,0,0,satisfied
1,0,1,0,0,1,1,0,0,0.423077,0.096527,0.6,1,1,0,0.8,1,0.5,0.8,0.8,0.4,0.75,0.5,0.8,0.8,0.054965,0.111211,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.679487,0.383683,0.6,0.6,0.6,0.5,0.6,1,0.75,0.4,0.4,0.4,0.25,0.75,0.4,0.6,0,0,satisfied
0,1,1,0,0,1,1,0,0,0.589744,0.424475,0.6,1,0.4,0.25,1,0.4,0.5,1,0.6,0.6,0.75,0.5,1,1,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.5,0.115509,0.8,0.8,0.8,0.75,0.4,1,1,1,1,1,1,0.5,1,0.6,0.02305,0.019731,satisfied
0,1,1,0,0,1,1,0,0,0.371795,0.074313,0.6,0.4,0.6,0.75,0.4,0.6,0.75,0.4,0.6,1,0.5,0,0.8,0.4,0.034574,0.041256,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.24359,0.08017,0.6,0.4,0.6,0.75,1,0.6,1,1,0.6,0.4,0.5,0.25,0.6,1,0.049645,0.076233,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.512821,0.735864,0.4,0.8,0.8,0.75,0.6,0.8,0.75,0.4,0.4,0.4,0.25,0.25,0.4,0.4,0.049645,0.074439,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.474359,0.103595,0.8,0.4,0.6,0.25,1,0.8,1,1,1,0.2,0.75,0.25,0.8,1,0.037234,0.009865,satisfied
1,0,1,0,1,0,0,1,0,0.679487,0.393376,0.2,0.2,0.2,0,1,0.6,0.75,1,1,1,1,0.5,1,1,0.005319,0,satisfied
1,0,1,0,0,1,0,0,1,0.346154,0.279685,0.4,0.6,0.4,0.25,0.4,0.4,0.25,0.4,0.4,0.4,0.25,0.25,0.8,0.4,0.025709,0.009865,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.205128,0.111672,0.6,0.2,0.2,0,0.6,0.6,0.75,0.6,0.6,0.2,0.5,0.25,0.6,0.6,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,0,0,1,0.564103,0.238893,0.8,0.8,0.8,0.75,0.8,0.6,0.75,0.8,0.8,0.8,0.75,0.5,0.8,0.6,0,0,satisfied
0,1,1,0,0,1,0,1,0,0,0.571284,0.6,0.2,0.6,0.5,0.6,0.2,0.75,0.4,0.2,0.8,0.5,0.75,0.2,0.8,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,0,0,1,0.679487,0.101575,0.4,0.8,0.4,0.25,0.8,1,0.75,0.2,0.2,0.4,0,1,0.2,1,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.397436,0.199717,0.8,0.4,0.4,0.25,0.8,0.8,0.75,0.8,1,0.4,0.75,1,1,0.8,0,0.003587,satisfied
1,0,1,0,0,1,1,0,0,0.269231,0.044426,0.2,1,0.2,1,1,0.2,0.5,1,0.8,0.6,1,0.5,1,1,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.564103,0.274233,0.8,0.8,0.8,0.75,0.6,0.8,0.75,0.8,0.8,0.8,0.75,1,0.8,0.8,0.009752,0.000897,satisfied
1,0,1,0,0,1,1,0,0,0.179487,0.059976,0.8,0.8,0.8,0.5,0.6,0.8,0.5,0.6,0.8,1,0.75,0,0.8,0.6,0.004433,0.002691,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.641026,0.186389,0.6,0.6,1,0.5,0.6,0.6,0.5,0.6,0.2,0.2,0.75,0.75,0.8,0.6,0,0,'neutral or dissatisfied'
1,0,0,1,1,0,0,1,0,0.192308,0.196688,0.8,0,0.8,0,1,0.8,0.75,1,0.8,0.6,1,1,1,1,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.333333,0.050889,0.6,0.8,0.8,0.75,0.6,0.4,0.5,0.6,0.8,0.2,0.75,0.75,0.8,0.6,0.045213,0.050224,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.141026,0.293013,0.6,1,0.6,0.5,0.6,0.8,0.75,0.6,0.2,0.8,0,1,1,0.6,0.014184,0.017937,satisfied
1,0,1,0,1,0,1,0,0,0.653846,0.138934,0.6,1,1,1,0.4,0.6,0.5,0.8,0.8,0.6,0.75,0.75,0.8,0.6,0.005319,0.000897,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.294872,0.081785,1,0.4,0.6,0.25,1,1,1,1,0.4,0.2,1,0.5,0.8,1,0,0,satisfied
1,0,1,0,0,1,1,0,0,0.75641,0.115913,0.8,0.8,1,0.25,0.8,0.8,0.75,0.4,0.4,1,0.25,1,0.4,0.6,0.024823,0.043049,'neutral or dissatisfied'
1,0,1,0,0,1,0,1,0,0.564103,0.07189,0.6,1,0.6,0.75,1,1,0.75,0.8,0.8,0.6,0.75,1,0.8,0.6,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.525641,0.058158,1,0.8,0.8,0.75,1,1,1,1,0.4,0.8,0.5,0,0.4,1,0.031028,0.027803,satisfied
0,1,1,0,1,0,0,1,0,0.410256,0.478796,0.8,0.8,0.8,0.75,0.6,1,1,0.8,0.8,0.8,0.75,1,0.8,1,0.015071,0,satisfied
1,0,1,0,1,0,0,1,0,0.641026,0.157916,0.8,0.8,0.8,0.75,1,1,1,0.8,0.8,0.8,0.75,0.75,0.8,1,0.007092,0,satisfied
1,0,1,0,1,0,0,1,0,0.358974,0.360057,0.4,0.2,0.2,0,1,0.6,0.5,0.4,0.4,0.4,0.25,0.75,0.4,0.8,0,0.006278,'neutral or dissatisfied'
1,0,0,1,1,0,1,0,0,0.205128,0.050283,0,0.6,0,0.5,0.4,0,0.25,0.4,0.4,0.2,1,0,0.6,0.4,0.019504,0.013453,satisfied
0,1,1,0,1,0,0,1,0,0.628205,0.425485,1,1,1,1,0.8,1,0.75,1,1,1,1,0.75,1,0.8,0,0,satisfied
1,0,1,0,0,1,1,0,0,0.525641,0.131058,0.2,1,0.2,1,0.8,1,0.75,0.4,0.4,0.2,0.25,1,0.4,0.6,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.551282,0.524838,1,1,1,1,0.4,0.8,1,0.8,0.8,0.8,0.75,0.75,0.8,1,0,0.004484,satisfied
1,0,1,0,0,1,1,0,0,0.705128,0.270598,0.8,0.8,0.8,0.5,0.8,1,0.75,0.8,0.8,0.8,0.75,0.5,0.8,0.8,0.059397,0.050224,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.025641,0.44588,0.2,1,0.2,0,0.2,0.2,0,0.2,0.8,1,1,1,1,0.2,0,0,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.282051,0.189822,0.6,0.8,0.6,0.25,0.2,0.6,0,0.2,1,0.4,0.75,0.75,1,0.2,0.01773,0,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.012821,0.102989,0.2,1,0.2,0.25,1,0.2,0.75,1,1,1,1,1,1,1,0,0,'neutral or dissatisfied'
1,0,0,1,1,0,1,0,0,0.141026,0.128433,0.6,0.8,0.6,1,0.4,0.6,0.25,0.4,0.8,0.4,1,1,0.8,0.4,0.066489,0.059193,'neutral or dissatisfied'
1,0,1,0,0,1,0,1,0,0.692308,0.09996,0.6,0.6,0.6,0.5,0.4,0.4,0.5,1,1,0.6,1,0.75,1,0.6,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.512821,0.03958,0.8,0.2,1,0,0.8,0.8,0.75,0.4,0.6,0.6,0.5,0.75,0.8,0.8,0.124113,0.109417,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.538462,0.083805,1,1,1,1,0.4,0.8,0.75,0.8,0.8,0.8,0.75,0.5,0.8,1,0.004433,0.003587,satisfied
1,0,1,0,1,0,0,1,0,0.576923,0.033118,0.4,0.6,0.8,0.5,0.8,0.6,0.5,0.8,0.8,0.8,0.25,0,0.8,0.6,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.358974,0.112884,0.8,0.2,0.2,0,0.8,0.8,0.75,0.8,0.6,0.4,0.25,1,0.8,0.8,0.029255,0.013453,satisfied
1,0,0,1,1,0,1,0,0,0.166667,0.032512,0.4,0,0.4,0.75,0.6,0.4,0.5,0.6,0.2,0.6,0,0.5,1,0.6,0.023936,0.018834,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.75641,0.037359,0,0,0,0.5,0.4,1,1,1,1,0,1,1,1,0.6,0.015071,0.013453,satisfied
1,0,1,0,0,1,1,0,0,0.217949,0.043619,0.4,0.8,0.4,0.75,0.6,0.4,0.5,0.6,0.8,1,0.75,0.75,1,0.6,0.004433,0.046637,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.487179,0.086834,1,0.6,0.6,0.5,0.4,0.4,0.5,1,1,1,1,1,1,0.8,0,0.005381,satisfied
0,1,1,0,0,1,1,0,0,0.487179,0.048667,0.6,0.6,0.6,0.75,0.6,0.6,0.5,0.6,0.6,1,0.75,0.25,0.8,0.6,0.028369,0.024215,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.512821,0.634491,0.2,0.2,0.2,0,0.4,1,0.75,0.8,0.8,0.8,0.75,1,0.8,0.6,0.077128,0.099552,satisfied
0,1,1,0,0,1,1,0,0,0.397436,0.130856,0.6,0.8,0.6,0.5,0.8,0.6,0,0.8,0.8,1,1,0.5,1,0.8,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.512821,0.315226,0.2,0.2,0.2,0,0.4,0.6,1,1,1,1,1,0.75,1,1,0,0,satisfied
0,1,1,0,0,1,1,0,0,0.397436,0.123183,0.4,0.6,0.4,0.5,0.2,0.4,0,0.2,0.6,0.8,0.25,0.75,0.4,0.2,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.192308,0.304321,0.4,0.8,0.4,0.25,0.6,0.6,0.5,0.6,0.2,0.2,0.5,0,0.2,0.6,0,0,satisfied
1,0,1,0,0,1,1,0,0,0.666667,0.114499,0.4,0,0.4,0.25,0.6,0.8,0.75,0.4,0.4,0.4,0.75,0.75,0.4,0.6,0,0,'neutral or dissatisfied'
0,1,0,1,1,0,1,0,0,0.205128,0.191438,0.4,0.4,0.4,0.5,0.8,0.4,0.75,0.8,0.8,0.6,0.75,0.75,0.6,0.8,0.005319,0.008072,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.346154,0.768376,0.6,0.4,1,1,0.6,0.6,0.5,0.4,0.2,0.8,0.75,0.5,0.6,0.6,0.166667,0.165022,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.205128,0.170234,0.4,0.4,0.4,0.25,0.4,0.4,0.5,0.4,0.8,0.4,0.75,0.25,0.8,0.4,0,0.004484,'neutral or dissatisfied'
1,0,0,1,1,0,1,0,0,0.064103,0.103191,0.6,0.2,0.6,0.5,0.2,0.6,0,0.2,0.6,0.8,0.5,0.25,0.6,0.2,0.022163,0.006278,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.705128,0.131664,0.8,1,1,0,1,1,0.75,0.4,0.4,1,0.25,1,0.4,0.8,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.74359,0.651858,0.4,0.4,0.4,0.25,0.2,0.4,0.25,0.4,0.4,0.4,0.25,0.25,0.4,0.2,0.078014,0.106726,'neutral or dissatisfied'
0,1,0,1,1,0,0,1,0,0.320513,0.16983,0.8,0.8,0.8,0,0.8,0.8,1,0.8,0.8,0.8,1,1,0.8,0.8,0.006206,0.008969,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.576923,0.486874,0.4,0.4,0.4,0.25,0.8,0.8,1,1,1,1,1,0.5,1,1,0,0,satisfied
1,0,0,1,1,0,1,0,0,0.448718,0.183158,0.4,0.6,0.6,0.75,0.2,0.4,0.25,0.2,0.8,1,0.5,0.5,0.8,0.2,0,0.001794,'neutral or dissatisfied'
1,0,0,1,1,0,0,1,0,0.217949,0.085218,0.8,0,0.8,0.75,0.8,0.8,0.75,0.8,1,0.8,0.75,0.75,1,0.8,0,0.003587,satisfied
0,1,1,0,1,0,1,0,0,0.410256,0.011712,0.4,0.4,0.4,0.25,0.4,0.4,0.25,0.4,0.8,0.2,0.75,0.25,0.6,0.4,0.005319,0.006278,satisfied
0,1,1,0,1,0,0,1,0,0.589744,0.068255,0.6,0.6,0.6,0.5,0.8,0.8,1,1,1,1,1,0.5,1,1,0,0,satisfied
1,0,1,0,1,0,0,1,0,0.435897,0.237682,0.4,0.4,0.4,0.25,1,0.2,0.25,0.4,0.4,0.4,0.25,1,0.4,1,0,0,satisfied
0,1,1,0,1,0,0,1,0,0.615385,0.102989,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.8,0.8,0.75,0.5,0.8,0.8,0.026596,0.070852,satisfied
0,1,1,0,1,0,1,0,0,0.461538,0.046648,0.4,0.8,0.6,0.75,0.4,0.4,0.25,0.4,0.8,0.4,0.5,0.75,0.4,0.4,0.045213,0.054709,'neutral or dissatisfied'
1,0,0,1,1,0,1,0,0,0.166667,0.201939,0.8,0.8,0.8,1,1,0.8,1,1,0.4,0.8,0,0.5,1,1,0,0,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.641026,0.112884,0.6,1,0.8,0.25,0.6,0.8,0.5,0.6,0.8,1,1,0.75,0.8,0.6,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.615385,0.138126,1,1,0.8,1,0.8,1,0.75,1,1,0.8,1,0.5,1,0.8,0.015071,0.016143,satisfied
1,0,1,0,1,0,0,1,0,0.435897,0.18437,0.6,1,0.4,1,0.8,0.8,0.75,0.6,0.6,0.6,0.5,0.75,0.6,0.2,0.015071,0.008969,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.833333,0.069669,0.8,1,1,1,1,0.8,0.5,0.8,0.8,0.8,0.75,0.75,0.8,0.6,0,0.01435,'neutral or dissatisfied'
1,0,1,0,0,1,0,1,0,0.448718,0.158118,0.6,0.2,0.4,0.5,1,0.6,0.75,0.4,0.4,0.4,0.75,0.25,0.4,0.4,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.423077,0.201333,0.2,0.4,0.4,0.5,0.8,0.4,0.75,0.8,0.8,0.8,0.25,0,0.4,0.8,0.06383,0.049327,'neutral or dissatisfied'
1,0,1,0,1,0,0,0,1,0.807692,0.181745,0.2,0.6,0.6,0.5,0.4,0.6,0.25,0.2,0.2,0.2,0,0.5,0.2,0.4,0.015071,0.011659,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.24359,0.104806,0.4,1,0.4,0.75,0.2,0.4,0,0.2,0.8,0.4,1,0.75,0.8,0.2,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.75641,0.192649,1,0.8,1,0,1,0.8,0.75,1,0.4,1,1,0.75,0.6,0.8,0.116135,0.128251,satisfied
0,1,1,0,0,1,1,0,0,0.538462,0.179927,1,1,1,0.25,0.8,1,0.5,0.8,0.6,0.4,1,0.5,1,0.8,0.01773,0.011659,satisfied
1,0,1,0,1,0,0,1,0,0.538462,0.309168,0.6,0.8,1,0.75,0.8,0.8,0.5,0.6,0.6,0.6,0.5,0.75,0.6,0.6,0.005319,0.004484,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.641026,0.370355,0.4,0.8,0.8,0.75,1,0.4,0.25,0.4,0.4,0.4,0.25,0.25,0.4,0.8,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.423077,0.327342,0.2,0.2,0.4,0,0.6,0.8,1,0.8,0.8,0.8,0.75,0.75,0.8,0.8,0,0.000897,satisfied
1,0,1,0,0,1,1,0,0,0.025641,0.152666,0.2,0.8,0.2,0,0.8,0.2,0.75,0.8,0.6,0.6,1,1,1,0.8,0.012411,0.015247,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.525641,0.514338,0.4,0.2,0.2,0,0.4,0.6,0.5,0.4,0.4,0.4,0.25,0.75,0.4,0.2,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,0,1,0.807692,0.090468,0.6,0.4,0.4,0.25,0.8,0.6,0.5,0.6,0.6,0.6,0.5,0.75,0.6,0.6,0.014184,0.008969,'neutral or dissatisfied'
1,0,1,0,0,1,1,0,0,0.564103,0.168821,0.6,0.8,0.4,0.5,0.6,0.8,1,0.4,0.4,0.4,0.25,1,0.4,0.8,0.000887,0.006278,'neutral or dissatisfied'
1,0,1,0,1,0,1,0,0,0.371795,0.111066,0.8,1,1,1,0.8,0.8,0.75,0.8,0.2,0.6,0.25,1,0.4,0.8,0.046099,0.06278,satisfied
0,1,1,0,0,1,1,0,0,0.102564,0.096729,0.4,0.8,0.4,0.5,0.4,0.4,0.5,0.4,0.6,1,0.75,0.75,0.8,0.4,0.025709,0.023318,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.038462,0.2708,0.8,0.8,0.8,0.75,0.8,0.8,0.75,0.8,0.6,1,0.5,0.75,0.8,0.8,0,0,'neutral or dissatisfied'
1,0,1,0,0,1,0,0,1,0.782051,0.071082,0.4,1,0.4,0.5,1,0.8,0.5,0.8,0.8,0.4,0.75,0.75,0.8,0.4,0,0,'neutral or dissatisfied'
0,1,1,0,1,0,1,0,0,0.628205,0.132876,1,0.4,0.4,0.25,1,1,1,1,1,0.6,0.25,1,0.8,1,0,0.016143,satisfied
0,1,0,1,1,0,0,1,0,0.371795,0.152666,0.4,0.4,0.4,1,0.4,0.4,0.25,0.4,0.6,0.6,1,0.5,1,0.4,0,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.333333,0.458199,1,1,1,1,1,0.8,0.75,1,1,1,1,0.5,1,0.8,0,0.005381,satisfied
1,0,1,0,1,0,0,1,0,0.589744,0.017165,0,0.6,0,0.75,0.2,0.6,0.75,0.4,0.4,0.4,0.25,0.5,0.4,1,0.001773,0,satisfied
0,1,0,1,1,0,1,0,0,0.051282,0.219305,0.6,0.6,0.6,0.75,0.6,0.6,1,0.6,0.8,0.2,0.75,0.25,0.8,0.6,0.009752,0.016143,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.666667,0.180533,1,1,1,1,1,1,0.75,0.6,0.6,0.8,0.5,0.75,0.6,1,0.059397,0.051121,satisfied
0,1,1,0,1,0,0,1,0,0.474359,0.03857,0.4,0.4,0.6,0.25,1,0.8,1,0.8,0.8,0.8,1,1,0.8,0.2,0,0,satisfied
0,1,1,0,0,1,0,0,1,0.576923,0.191438,0.2,1,0.2,0.25,0.6,0.2,0.5,0.6,1,1,0.75,0.75,1,0.6,0.059397,0.043049,'neutral or dissatisfied'
0,1,1,0,0,1,1,0,0,0.089744,0.493538,0.8,0.8,0.6,1,0.6,1,1,0.6,0.6,1,1,1,0.6,1,0.013298,0.021525,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.576923,0.279685,0.4,0.4,0.4,0.25,0.2,0.2,0,0.8,0.8,0.8,0.75,0.25,0.8,0.8,0,0,satisfied
0,1,1,0,0,1,1,0,0,0.192308,0.169628,0.2,1,0,0.5,0.8,0,0.75,0.8,0.4,0.8,0.5,0.25,1,0.8,0,0.001794,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.512821,0.422859,0.2,0.2,0.2,0,0.4,1,1,0.8,0.8,0.8,0.75,1,0.8,1,0,0,satisfied
1,0,1,0,1,0,0,1,0,0.230769,0.543215,0.4,0.4,0.4,0.25,0.6,0.8,0.5,0.6,0.6,0.4,0.75,0.5,0.8,0.6,0,0,satisfied
1,0,1,0,1,0,0,1,0,0.423077,0.263126,1,1,1,1,0.6,0.8,0.75,1,1,1,1,1,1,0.8,0.001773,0,satisfied
1,0,0,1,1,0,1,0,0,0.24359,0.121163,0.8,0.4,0.8,0.5,1,0.8,1,1,0.2,0.8,0.75,0,0.8,1,0,0,'neutral or dissatisfied'
0,1,0,1,1,0,1,0,0,0.25641,0.164176,0.6,0.6,0.6,0.75,0.8,0.6,0,0.8,0.2,0.4,0.5,0.25,0.8,0.8,0.008865,0.019731,'neutral or dissatisfied'
0,1,1,0,1,0,0,1,0,0.525641,0.076333,0.8,0.8,0.8,0.75,1,1,1,0.8,0.8,0.8,0.75,1,0.8,0.6,0,0,satisfied
1,0,1,0,1,0,0,1,0,0.551282,0.318659,0.8,0.8,0.8,0.75,0.8,1,1,0.4,0.4,0.4,0.25,0.5,0.4,0.8,0.012411,0.008969,satisfied
0,1,1,0,1,0,0,1,0,0.487179,0.111672,0.2,0.2,0.2,0,0.6,1,0.75,1,1,1,1,1,1,0.8,0.088652,0.10852,satisfied
1,0,1,0,1,0,0,1,0,0.320513,0.048263,0.8,0.8,0.4,0.75,1,1,1,1,1,0.4,0.75,0.75,0.8,1,0,0,satisfied
1,0,1,0,0,1,1,0,0,0.012821,0.316236,0.4,1,0.4,0.75,0.2,0.4,0,0.2,0.6,0.6,0.75,1,0.8,0.2,0.003546,0,'neutral or dissatisfied'
1,0,1,0,1,0,0,1,0,0.576923,0.334612,0.4,0.8,0.4,0.25,0.4,0.8,1,0.8,0.8,0.8,0.75,0.75,0.8,1,0.019504,0.011659,satisfied
